YEAR	Quarter	LENGTH	Sex	Landings	Discards
2000	2	30	M	585436.153008314	340105.930757808
2000	2	31	M	534509.354061555	197541.607076392
2000	2	32	M	594372.124552762	139743.080238578
2000	2	33	M	531835.271833343	79545.867262008
2000	2	34	M	393740.825466311	37464.46521526
2000	2	35	M	229027.022665304	13863.2298357707
2000	2	36	M	244327.276197124	9408.45377094752
2000	2	37	M	145719.615229165	3569.70989882462
2000	2	38	M	165054.935443538	2572.24320488568
2000	2	39	M	88351.2469432969	875.920725927174
2000	2	40	M	82387.3347579709	519.614400858393
2000	2	41	M	51790.4597729107	207.796915928463
2000	2	42	M	35089.5751675871	89.564529149084
2000	2	43	M	34114.7951589	55.3948397884593
2000	2	44	M	24423.2909694722	25.228959063624
2000	2	45	M	13060.4978669607	8.58269119677517
2000	2	46	M	2918.46813258887	1.22007721225746
2000	2	47	M	4940.12218469012	1.31382843375489
2000	2	48	M	4427.05177155223	0.749004061560018
2000	2	49	M	2780.35618483639	0.299253069441972
2000	2	51	M	1647.07359324421	0.0717444637489899
2000	2	52	M	1112.23135470142	0.03082046091808
2000	3	14	F	51.3605074167595	41463.5305917432
2000	3	15	F	222.687709347368	114367.289198378
2000	3	16	F	562.298089407349	183713.382347568
2000	3	17	F	837.950876375057	174165.187045845
2000	3	18	F	2639.17998246820	348963.822442708
2000	3	19	F	6689.14159413305	562665.635654594
2000	3	20	F	31724.500739261	1697631.42028263
2000	3	21	F	98441.5000645233	3351162.11200823
2000	3	22	F	178136.31814434	3857787.41461782
2000	3	23	F	352935.054030264	4862383.63769529
2000	3	24	F	472474.25099895	4140961.35083182
2000	3	25	F	454657.353784549	2534987.70685577
2000	3	26	F	353948.469574418	1255452.48997465
2000	3	27	F	479241.189307087	1081391.58725233
2000	3	28	F	561991.853715126	806728.640517854
2000	3	29	F	950001.626902375	867541.801755656
2000	3	30	F	1077340.17035876	625874.878925418
2000	3	31	F	1425437.01280457	526806.717517536
2000	3	32	F	1664707.92165447	391390.179754143
2000	3	33	F	1696321.64973862	253716.486908868
2000	3	34	F	1698504.38613056	161612.803083838
2000	3	35	F	1055362.62935562	63882.132861769
2000	3	36	F	789922.437617385	30418.0067515721
2000	3	37	F	1061605.38784816	26006.2672804027
2000	3	38	F	548901.632530959	8554.17313414055
2000	3	39	F	399174.087830597	3957.44111012143
2000	3	40	F	166665.563796205	1051.15461411759
2000	3	41	F	99257.5178025123	398.247209476693
2000	3	42	F	39946.336038468	101.961188228387
2000	3	43	F	45144.6118349588	73.3048089036324
2000	3	44	F	9092.8248005784	9.3927761395153
2000	3	45	F	9335.1539448595	6.13458571022544
2000	3	46	F	8012.45141585007	3.34963718727569
2000	3	48	F	3192.91295889709	0.540202576755277
2000	3	15	M	115.56641608061	59352.2550851432
2000	3	16	M	608.477350607304	198801.017232291
2000	3	17	M	78.3572475504298	16286.2824788191
2000	3	18	M	1719.75108363584	227392.946211384
2000	3	19	M	6986.24287995894	587656.687419688
2000	3	20	M	24946.1624250797	1334911.13055971
2000	3	21	M	68218.0952769449	2322291.87990454
2000	3	22	M	158038.320118238	3422537.57532742
2000	3	23	M	312422.827257038	4304246.9880786
2000	3	24	M	449969.396689754	3943719.42346023
2000	3	25	M	795966.776549935	4437992.64836233
2000	3	26	M	884403.407279407	3136972.06021553
2000	3	27	M	1083055.17937338	2443877.49975712
2000	3	28	M	1273118.84135624	1827537.93549756
2000	3	29	M	1675479.46464508	1530048.40455096
2000	3	30	M	2024735.86272606	1176259.22415724
2000	3	31	M	1968719.96607729	727590.832652668
2000	3	32	M	2095728.00186186	492727.492129251
2000	3	33	M	1837143.87603390	274779.072851711
2000	3	34	M	1399139.72728805	133128.236276216
2000	3	35	M	987922.84431265	59799.9366683005
2000	3	36	M	466126.905016384	17949.4222073807
2000	3	37	M	407921.646761359	9992.90272691728
2000	3	38	M	310661.348952198	4841.39745179729
2000	3	39	M	292603.553376428	2900.89303489786
2000	3	40	M	114990.634953702	725.242418162012
2000	3	41	M	138409.581676232	555.335564375764
2000	3	42	M	144207.560205132	368.083174784102
2000	3	43	M	30848.4664329714	50.0910484091917
2000	3	44	M	22491.779145965	23.2337311155527
2000	3	45	M	24031.6108136230	15.7923454890780
2000	3	46	M	6384.23736712039	2.66895582730129
2000	3	47	M	6385.2081730357	1.69814991199548
2000	3	48	M	3640.27114047172	0.615890215450773
2000	3	49	M	6067.49199970726	0.653051438024242
2000	3	51	M	4789.97109706635	0.208645144419623
2000	4	19	F	106.484987279768	8957.11986542387
2000	4	20	F	373.376076895577	19979.9821888249
2000	4	21	F	1207.02641157329	41089.796234377
2000	4	22	F	9636.20800127239	208685.361520870
2000	4	23	F	34886.1514170051	480626.250906945
2000	4	24	F	56849.8913329569	498256.153242278
2000	4	25	F	59463.3298810162	331543.763676848
2000	4	26	F	54484.0451116103	193254.487528956
2000	4	27	F	121389.366622507	273911.013444533
2000	4	28	F	244573.349214568	351080.401280657
2000	4	29	F	366608.658341153	334787.148768948
2000	4	30	F	283231.873950829	164542.007895021
2000	4	31	F	441884.620261462	163309.766920819
2000	4	32	F	546123.652174005	128399.361600887
2000	4	33	F	515111.066135167	77044.4509081366
2000	4	34	F	736575.614176548	70085.2177140752
2000	4	35	F	562105.95851506	34024.8238145175
2000	4	36	F	491650.788023802	18932.2853451690
2000	4	37	F	268821.039615152	6585.33941787729
2000	4	38	F	38672.9356516881	602.685376694264
2000	4	39	F	60933.0122898451	604.094341669049
2000	4	40	F	44243.926117251	279.045089012473
2000	4	41	F	4751.25506135487	19.0632821733599
2000	4	17	M	97.456049065338	20255.9022166551
2000	4	20	M	373.376076895577	19979.9821888249
2000	4	21	M	6842.84146109973	232945.160606919
2000	4	22	M	10555.6131346786	228596.346487537
2000	4	23	M	45539.2328182497	627393.674842132
2000	4	24	M	79078.5082534628	693077.020952306
2000	4	25	M	145647.676239675	812073.236529342
2000	4	26	M	121802.265162862	432031.694520766
2000	4	27	M	239556.006697513	540550.053080803
2000	4	28	M	317893.122617654	456329.544536978
2000	4	29	M	346412.352746752	316343.875780769
2000	4	30	M	447277.03958073	259843.149541605
2000	4	31	M	506089.085580586	187038.169734065
2000	4	32	M	392019.453293221	92167.858574894
2000	4	33	M	396845.770338828	59355.6739139215
2000	4	34	M	356454.39243119	33916.6586808702
2000	4	35	M	346049.760536879	20946.7306918929
2000	4	36	M	112386.072379156	4327.71642583433
2000	4	37	M	109732.375870619	2688.12642519587
2000	4	38	M	100988.030345501	1573.81404035547
2000	4	39	M	110687.099844344	1097.36000566755
2000	4	40	M	46930.1644886555	295.987112273944
2000	4	41	M	86631.2172853704	347.587178294263
2000	4	42	M	27280.1937278967	69.6314416650967
2000	4	43	M	11747.7095798469	19.0756675227228
2000	4	44	M	20332.3551929784	21.0030727419943
2000	4	46	M	25272.1221095213	10.5651111783301
2001	1	15	F	87.9166685546272	45151.9802660534
2001	1	16	F	226.603887338790	74035.7603562086
2001	1	17	F	312.274933637971	64905.2632560799
2001	1	18	F	1056.65525525886	139715.540178681
2001	1	19	F	3789.47772246475	318756.728573317
2001	1	20	F	14834.592010926	793823.98203214
2001	1	21	F	32672.7738706628	1112252.06663665
2001	1	22	F	101519.192897200	2198538.00045221
2001	1	23	F	277636.841100118	3825000.71322148
2001	1	24	F	426159.698758537	3735041.30248392
2001	1	25	F	479651.07035484	2674342.68204077
2001	1	26	F	579496.246503785	2055468.71407274
2001	1	27	F	797006.376472025	1798418.01943080
2001	1	28	F	1226535.00987439	1760667.72947404
2001	1	29	F	1362003.09923981	1243781.68336833
2001	1	30	F	1691547.17774144	982695.080155608
2001	1	31	F	1918452.24707231	709013.111007849
2001	1	32	F	2395747.39952085	563265.178922247
2001	1	33	F	2005567.98946248	299970.03494102
2001	1	34	F	2196114.00615296	208960.390873419
2001	1	35	F	1618313.29221205	97958.0874568002
2001	1	36	F	1180354.69411367	45452.6107184595
2001	1	37	F	805944.630642818	19743.3167894777
2001	1	38	F	625076.364668569	9741.2926625474
2001	1	39	F	230600.415636713	2286.18939122899
2001	1	40	F	184918.055764615	1166.27252278886
2001	1	41	F	140976.479538220	565.634632226547
2001	1	42	F	48521.6533516097	123.849291854246
2001	1	43	F	47778.968790358	77.5824186858469
2001	1	44	F	33371.8281898044	34.472687908081
2001	1	45	F	44415.4514939783	29.1875630179842
2001	1	10	M	0	0
2001	1	15	M	22.7502769598080	11684.0193472326
2001	1	17	M	700.975116363046	145695.249802697
2001	1	18	M	987.032123889662	130509.667818925
2001	1	19	M	3571.27879226603	300402.648601815
2001	1	20	M	16749.7863469269	896309.253824575
2001	1	21	M	41583.8674410296	1415605.01361531
2001	1	22	M	130870.184321798	2834174.16102797
2001	1	23	M	286998.349961923	3953974.1518017
2001	1	24	M	398603.752949502	3493529.50297406
2001	1	25	M	745786.092280647	4158205.20692893
2001	1	26	M	870252.826145517	3086780.05814107
2001	1	27	M	939141.110906456	2119140.25596470
2001	1	28	M	1405838.09605855	2018053.90687462
2001	1	29	M	1945198.39327595	1776355.81991297
2001	1	30	M	2104469.60263684	1222580.10421532
2001	1	31	M	2222057.84662682	821218.327993599
2001	1	32	M	2078504.86336380	488678.152791701
2001	1	33	M	1482663.72993455	221759.966857792
2001	1	34	M	976658.82542446	92929.1509178849
2001	1	35	M	1016110.36957004	61506.1551598882
2001	1	36	M	709156.903679251	27307.9209512059
2001	1	37	M	639080.924734046	15655.637709346
2001	1	38	M	414078.26520775	6453.0636488349
2001	1	39	M	572601.270288193	5676.81088484861
2001	1	40	M	230280.830711212	1452.37415715287
2001	1	41	M	256159.826241616	1027.78044665324
2001	1	42	M	269186.842008135	687.087051993094
2001	1	43	M	127803.299207075	207.524132888293
2001	1	44	M	85877.8440875364	88.7107562885316
2001	1	45	M	102093.532145358	67.0906475784721
2001	1	46	M	38297.0539888671	16.0102357626095
2001	1	47	M	15529.0473900191	4.12995939115907
2001	2	13	F	11.9681295642759	15187.7923163571
2001	2	14	F	11.2827092416191	9108.57355831123
2001	2	15	F	52.4305866151528	26927.1442048954
2001	2	16	F	175.859355950426	57456.5656681683
2001	2	17	F	445.168350949653	92526.6997099364
2001	2	18	F	1792.83663570257	237056.634851017
2001	2	19	F	5121.42355856721	430795.043203327
2001	2	20	F	7935.66367651902	424650.717399063
2001	2	21	F	16945.7993041384	576871.75173583
2001	2	22	F	48727.7379105798	1055266.30398813
2001	2	23	F	72832.7403025772	1003416.12625816
2001	2	24	F	87087.1582485537	763268.169003005
2001	2	25	F	123196.884621148	686896.594628775
2001	2	26	F	208477.372239679	739467.630405014
2001	2	27	F	293316.76487284	661859.39149381
2001	2	28	F	396708.130151028	569466.992098687
2001	2	29	F	443839.6244459	405314.492710779
2001	2	30	F	509702.594973817	296108.934479791
2001	2	31	F	414925.028072224	153346.159873125
2001	2	32	F	546004.24357656	128371.287395310
2001	2	33	F	335016.433505393	50107.9453762935
2001	2	34	F	374068.395980043	35592.6322669873
2001	2	35	F	377814.800022029	22869.4996210796
2001	2	36	F	227622.995838238	8765.21224679311
2001	2	37	F	194897.418328831	4774.4241046043
2001	2	38	F	139294.790654294	2170.79288040465
2001	2	39	F	56683.6300169113	561.965654932584
2001	2	40	F	69692.5150219371	439.548560999357
2001	2	41	F	48744.1818080723	195.574449301794
2001	2	42	F	23196.4256710154	59.2078112443299
2001	2	43	F	6013.57575069948	9.7647095260033
2001	2	44	F	17082.0849181217	17.6455835398810
2001	2	45	F	7481.83610665649	4.91668001805346
2001	2	14	M	17.8642896325636	14421.9081339928
2001	2	15	M	60.5536352456694	31098.9552788932
2001	2	16	M	147.258054103544	48111.981361697
2001	2	17	M	462.756746286901	96182.3867556968
2001	2	18	M	1041.08466645132	137656.729402582
2001	2	19	M	3785.22529559705	318399.030289784
2001	2	20	M	8498.61801961743	454775.351633124
2001	2	21	M	21222.6124512978	722463.744640295
2001	2	22	M	48033.1381583261	1040223.78929851
2001	2	23	M	81814.1183714141	1127152.50570581
2001	2	24	M	104484.944427631	915749.621707091
2001	2	25	M	135796.232387990	757145.52261264
2001	2	26	M	240695.718959909	853745.857575807
2001	2	27	M	299282.137180926	675320.052999386
2001	2	28	M	370997.118549573	532559.32288878
2001	2	29	M	477611.502177213	436154.982691019
2001	2	30	M	396875.81537615	230562.834034359
2001	2	31	M	406307.755181135	150161.426205535
2001	2	32	M	371254.1565002	87285.7209105333
2001	2	33	M	272360.260613117	40736.5481110209
2001	2	34	M	182447.789623746	17359.9190784059
2001	2	35	M	175897.479395667	10647.2465825942
2001	2	36	M	190480.402722837	7334.94062219801
2001	2	37	M	138764.193728738	3399.32215149544
2001	2	38	M	84520.6507214966	1317.18369345736
2001	2	39	M	57749.9269708935	572.537000944095
2001	2	40	M	51935.9906472429	327.558704774623
2001	2	41	M	49696.539821194	199.395559576817
2001	2	42	M	47497.7706107142	121.235878179267
2001	2	43	M	4468.31527786453	7.25555020303432
2001	2	44	M	23782.4931591435	24.567022810027
2001	2	45	M	19063.1720179995	12.5273416318524
2001	2	46	M	17472.4200980838	7.30441472586891
2001	3	13	F	111.361342993279	141319.739259971
2001	3	14	F	70.0992945548796	56591.423847332
2001	3	15	F	677.011490248653	347697.540752523
2001	3	16	F	2973.83117004072	971606.685263025
2001	3	17	F	10669.5860731251	2217636.50652933
2001	3	18	F	25039.8665229538	3310879.74043107
2001	3	19	F	38663.6067074991	3252238.35355122
2001	3	20	F	67783.5769935633	3627213.27056259
2001	3	21	F	163626.216360251	5570191.19414399
2001	3	22	F	312845.759073462	6775105.96739876
2001	3	23	F	470298.813401582	6479303.2854007
2001	3	24	F	434660.570851488	3809546.49024991
2001	3	25	F	923337.361739448	5148160.12939563
2001	3	26	F	1137785.08184740	4035714.90442907
2001	3	27	F	1546613.58282041	3489881.40942217
2001	3	28	F	1908227.69553106	2739224.64255972
2001	3	29	F	2071455.93686941	1891654.25072878
2001	3	30	F	2509053.60019379	1457620.96452390
2001	3	31	F	1631410.99303695	602929.671703178
2001	3	32	F	2213609.94491602	520442.765350203
2001	3	33	F	1216337.20277936	181925.875928832
2001	3	34	F	1491793.40201822	141944.239467868
2001	3	35	F	1374284.29329815	83186.7733159346
2001	3	36	F	773984.31243047	29804.2680141268
2001	3	37	F	760065.48043565	18619.4100567662
2001	3	38	F	634967.551929306	9895.43854828727
2001	3	39	F	296200.618137779	2936.55459810129
2001	3	40	F	295794.763385623	1865.56852707024
2001	3	41	F	214539.285495939	860.787914743911
2001	3	42	F	176472.707891812	450.438482498186
2001	3	43	F	20498.2423357805	33.2845864923608
2001	3	44	F	63475.6223929144	65.5695369182879
2001	3	45	F	11741.0915301193	7.71564483548569
2001	3	47	F	23112.1039317858	6.14667778938409
2001	3	48	F	1209.92758185488	0.204705234943535
2001	3	12	M	0.727606674019173	1451.43113783377
2001	3	13	M	71.1606592018791	90304.279148143
2001	3	14	M	334.608067360251	270130.349855317
2001	3	15	M	943.969913025983	484801.25083691
2001	3	16	M	2588.69410033208	845775.146660113
2001	3	17	M	10964.1945665986	2278869.86139264
2001	3	18	M	17336.2466714861	2292273.71588113
2001	3	19	M	34240.2814534555	2880164.73532247
2001	3	20	M	55495.9631196524	2969682.37467566
2001	3	21	M	191879.999097034	6532011.22092499
2001	3	22	M	344427.452020436	7459051.04301461
2001	3	23	M	536224.765344417	7387564.63934045
2001	3	24	M	655670.269333454	5746567.64566278
2001	3	25	M	723468.275886025	4033769.98173506
2001	3	26	M	1588772.3256468	5635363.17768064
2001	3	27	M	2144272.57037158	4838478.76625212
2001	3	28	M	2732836.58693754	3922935.05673325
2001	3	29	M	2908703.55177667	2656229.0512169
2001	3	30	M	2634708.23870992	1530619.33943970
2001	3	31	M	2495028.83996832	922101.742474887
2001	3	32	M	2000768.76884825	470401.586908849
2001	3	33	M	1413489.23404272	211413.63302183
2001	3	34	M	915303.460934197	87091.1839862295
2001	3	35	M	819194.701958485	49586.657073618
2001	3	36	M	985801.808325504	37960.8486015453
2001	3	37	M	784666.472386681	19222.0633395820
2001	3	38	M	291921.239904982	4549.34851653836
2001	3	39	M	188305.744028160	1866.87692264559
2001	3	40	M	170875.323659953	1077.70544084095
2001	3	41	M	78058.9193470977	313.192869346175
2001	3	42	M	187532.818082199	478.6689058307
2001	3	43	M	51414.1914242539	83.4852117251159
2001	3	44	M	42037.3448549087	43.424060001315
2001	3	45	M	35359.5775167309	23.2365058182242
2001	3	46	M	26139.3181327493	10.9276459254758
2001	3	47	M	5404.76493378384	1.43740044927897
2001	3	49	M	887.33483895336	0.0955049125100552
2001	3	50	M	524.354754635184	0.0359031037394848
2001	4	15	F	76.323948035084	39198.2254578505
2001	4	16	F	805.189822931432	263070.688997862
2001	4	17	F	1363.39576686220	283377.087425808
2001	4	18	F	6176.32556781655	816660.551047456
2001	4	19	F	3858.2324575788	324540.12038717
2001	4	20	F	11582.3510838002	619791.09717778
2001	4	21	F	25172.5109879139	856926.855355882
2001	4	22	F	66004.0870197101	1429409.44817135
2001	4	23	F	88431.7577095739	1218323.67408536
2001	4	24	F	154747.401453382	1356270.75381413
2001	4	25	F	204220.742816955	1138653.24780661
2001	4	26	F	265062.630420129	940175.104472985
2001	4	27	F	353845.894472350	798441.331846758
2001	4	28	F	407397.291119003	584811.079809151
2001	4	29	F	424218.814366579	387396.76241844
2001	4	30	F	407904.301751495	236969.772868359
2001	4	31	F	690922.929184354	255348.245563701
2001	4	32	F	421257.973793544	99042.1394295158
2001	4	33	F	425989.827589227	63714.7103154091
2001	4	34	F	382877.587350529	36430.8274002537
2001	4	35	F	332717.560258011	20139.7195604922
2001	4	36	F	231805.670949621	8926.276971276
2001	4	37	F	250463.924128954	6135.64308316013
2001	4	38	F	108764.663831058	1695.00637299524
2001	4	39	F	34201.4874908502	339.076049147347
2001	4	40	F	40335.1529038549	254.392575888498
2001	4	41	F	42872.190339064	172.014478547173
2001	4	42	F	6383.35434063814	16.2932188030343
2001	4	43	F	8139.7585004957	13.2171574225055
2001	4	45	F	9023.70978661796	5.92992053877062
2001	4	46	F	5608.30534076942	2.34457435709082
2001	4	13	M	5.66026270586534	7182.98494104998
2001	4	14	M	52.0594813600258	42027.8148820888
2001	4	15	M	177.521325563744	91170.8726050898
2001	4	16	M	632.381641664421	206610.999598321
2001	4	17	M	1400.33506103827	291054.791764931
2001	4	18	M	7943.8101699	1050365.03007084
2001	4	19	M	7182.9453174465	604202.562621495
2001	4	20	M	9366.23336740523	501202.908909107
2001	4	21	M	27769.3174285276	945327.777226227
2001	4	22	M	78850.4681256685	1707615.53141258
2001	4	23	M	122496.909512095	1687639.01935560
2001	4	24	M	182884.925017718	1602879.74328114
2001	4	25	M	260535.432571415	1452641.45245050
2001	4	26	M	576088.98726749	2043383.1918572
2001	4	27	M	806383.134740167	1819576.35834889
2001	4	28	M	956112.992286884	1372482.05530047
2001	4	29	M	1080937.7652741	987112.726879563
2001	4	30	M	1001683.42942346	581922.509120994
2001	4	31	M	848771.358253153	313685.171037121
2001	4	32	M	808375.24238158	190057.443296168
2001	4	33	M	821170.50903702	122821.339183016
2001	4	34	M	394084.541611260	37497.1698288624
2001	4	35	M	174831.71178775	10582.7346261965
2001	4	36	M	296636.972948641	11422.7739537742
2001	4	37	M	211358.350734034	5177.66942788026
2001	4	38	M	71301.2796225824	1111.1708445191
2001	4	39	M	94878.7457550744	940.634826695558
2001	4	40	M	73352.4810908116	462.631855071524
2001	4	41	M	35886.9047441045	143.98767959855
2001	4	42	M	9618.75311603008	24.5514255936134
2001	4	43	M	14091.4098772022	22.8813155378859
2001	4	44	M	6130.31580387255	6.33254079707384
2001	4	45	M	5256.52997278716	3.45432264394405
2001	4	48	M	2629.54725985805	0.444887857502313
2002	1	14	F	5.83099311777046	4910.77638721005
2002	1	15	F	34.4189606928579	17005.1966587094
2002	1	16	F	110.530650189841	32036.3409824032
2002	1	17	F	191.761546655347	32606.0344375805
2002	1	18	F	1065.18317883422	106251.98074571
2002	1	19	F	1891.27135941107	110673.299444989
2002	1	20	F	9228.90794359026	316822.197560943
2002	1	21	F	31245.3361317071	629255.130868984
2002	1	22	F	48634.0994583269	574590.867730028
2002	1	23	F	107404.776763439	744419.453435872
2002	1	24	F	198879.092651529	808648.0119863
2002	1	25	F	560161.340715314	1336164.11081287
2002	1	26	F	892397.749006722	1248766.99583854
2002	1	27	F	1340887.87942521	1100757.58655095
2002	1	28	F	2019829.13785985	972725.12035805
2002	1	29	F	2013224.83182504	568779.654866736
2002	1	30	F	1822543.59347573	302068.873664742
2002	1	31	F	1433397.83609822	139370.568649142
2002	1	32	F	1017471.34643501	58036.7108591673
2002	1	33	F	670257.613757424	22428.4177261793
2002	1	34	F	504486.215388643	9903.35758300574
2002	1	35	F	376483.287451502	4335.65917291634
2002	1	36	F	234953.393984083	1587.33075911501
2002	1	37	F	308304.479163136	1221.91731733648
2002	1	38	F	175995.75059367	409.204540220797
2002	1	39	F	115662.879099933	157.764228025185
2002	1	40	F	39934.8659017717	31.9553107212137
2002	1	41	F	57052.606394495	26.7819737621404
2002	1	42	F	19000.9694825942	5.23261916408895
2002	1	44	F	6303.5657448082	0.597423368777525
2002	1	46	F	7101.53458289754	0.231633131528539
2002	1	16	M	147.337440872265	42704.466925251
2002	1	17	M	1001.58114254126	170303.117571464
2002	1	18	M	936.522633213334	93418.0963137341
2002	1	19	M	4575.73144931713	267762.367547204
2002	1	20	M	8974.5490709989	308090.228678374
2002	1	21	M	32011.6479141783	644688.014001773
2002	1	22	M	64638.5617392982	763676.673203933
2002	1	23	M	120239.969257400	833379.80761214
2002	1	24	M	210885.390131724	857465.956895612
2002	1	25	M	454350.966806154	1083772.49808827
2002	1	26	M	821389.624681713	1149402.55639192
2002	1	27	M	1247982.44610915	1024489.94171378
2002	1	28	M	1697871.46328308	817674.224278436
2002	1	29	M	2062262.69500359	582633.914188986
2002	1	30	M	1867733.18067155	309558.608206335
2002	1	31	M	1768181.50219875	171921.887441337
2002	1	32	M	1454324.97485473	82954.9041913008
2002	1	33	M	1302006.73482085	43568.2494782216
2002	1	34	M	1174482.44088412	23055.7728481765
2002	1	35	M	853329.090945799	9827.11377633759
2002	1	36	M	723109.073525604	4885.28067264314
2002	1	37	M	590882.628691361	2341.87228959859
2002	1	38	M	496874.870945804	1155.27478604906
